Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,,N
442,"Talleres, Pláticas y Conferencias sobre Habilidades de vida para Niñas, Niños y Adolescentes",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,Social,,0,2,,1274,0,100,FALSO,,2
10928,Pago de multa por incomparecencia del patrón en el procedimiento de conciliación,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Ambos,,0,0,,690,0,100,VERDADERO,,0
5061,"Por cada foja digitalizada, archivo informático y disco óptico que se utilice para entregar los documentos a que se refieren las fracciones I a III",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,,1,1,,47334,0,100,VERDADERO,,2
8275,Certificado de Estudios UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,2880,0,1,Nivel 2,125,0,100,VERDADERO,,1
6893,Constancia de Estudios UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,180,0,1,Nivel 3.7,1348,0,100,VERDADERO,,1
6896,Reposición de la Credencial de la UPMH por pérdida,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,4320,0,1,Nivel 3.7,548,0,100,VERDADERO,,1
7441,Reposición de credencial ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,1440,0,1,Nivel 1,8,0,100,VERDADERO,,1
7536,Publicación de Artículo en Congreso ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,125280,0,3,Nivel 1,8,0,100,VERDADERO,,3
773,Inspección Vehicular para Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30,1,4,Nivel 2,0,0,0,VERDADERO,,5
10977,Quejas administrativas en contra de las y los Notarios Públicos durante el ejercicio de su función,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,,0,0,,0,0,0,FALSO,,0
973,Cotejo de documentos no autentificados que deben destinarse al apéndice (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
7500,Constancia Escolar UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 Tula De Allende Tula De Allende,Social,10,0,1,Nivel 1,975,0,100,VERDADERO,,1
8267,Trámite de Equivalencia de Estudios UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,86400,1,3,Nivel 2,7,0,100,VERDADERO,,4
1004,"Inscripción de convenios para fraccionar, lotificar o subdividir un predio (zonas urbanas, residenciales e industriales). (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,4,Nivel 3.5,47334,0,100,VERDADERO,,5
1005,Inscripción de créditos refaccionarios de habilitación o avío agrícola. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,1,Nivel 3.5,47334,0,100,VERDADERO,,2
820,"Reposición de Placas por robo, Extravío o Robo de Unidades Autorizadas por el Sistema de Transporte Convencional",Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30,1,4,Nivel 2,0,0,0,VERDADERO,,5
8479,Reporte Ciudadano en Materia de Protección Civil,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Avenida 903 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,28800,0,0,Nivel 1,0,0,0,FALSO,,0
7349,Ingreso a Casa de Día del Sistema DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 102 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,4,,1566,0,100,FALSO,,4
497,Préstamos prendarios,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 104 El Palmar 42030 Pachuca De Soto Pachuca De Soto,Social,,0,1,,1318,0,100,FALSO,,1
1650,Historial Académico UTMIR,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,Social,4320,0,1,Nivel 3.1,19,0,100,VERDADERO,,1
10607,"Proceso y trámite de Adopción de Niñas, Niños y Adolescentes",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 118 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,0,,7231,0,100,FALSO,,0
11059,Por si las Lluvias,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,10,1,2,Nivel 2,0,0,0,FALSO,,3
1702,Alta Provisional de Albacea de la Concesión del Servicio Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,,1,7,,0,0,0,VERDADERO,,8
5205,Consejería en Salud Sexual y Reproductiva para Mujeres Jóvenes,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,50,0,0,,181,0,100,FALSO,,0
1655,Ortofoto a color escala 1:1000 derivado de vuelo con Dron.,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,3,,0,0,0,VERDADERO,,4
1658,Dictaminación de Avalúos (Catastral),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,12960,1,8,Nivel 1,0,0,0,VERDADERO,,9
1551,"Copia de plano de la localidad, 60x90 cms (Catastral)",Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,2,,0,0,0,VERDADERO,,3
1685,Concesiones y Permisos de Servicios Auxiliares y Conexos Autorizados por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,,1,11,,0,0,0,VERDADERO,,12
10521,Historial Académico UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicio Conocido 42660 Tepatepec Francisco I. Madero,Social,480,0,1,Nivel 1,200,0,100,VERDADERO,,1
nan,SERVICIOS QUE PROMUEVEN LA IGUALDAD ENTRE MUJERES Y HOMBRES,,,,Social,,3,0,,4787,0,100,FALSO,,3
1703,Extinción de Permisos de Servicio Privado y Complementario de Transporte de Personas y Bienes,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,,1,2,,0,0,0,VERDADERO,,3
7469,Transferencia por Sentencia de Adjudicación de la Concesión del Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,,1,10,,0,0,0,VERDADERO,,11
5343,Atención Temporal a Niñas y Niños acompañantes de usuarias,Secretaría de Gobierno,Ciudad de las Mujeres,Calle S/N Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,,4,0,,5492,0,100,FALSO,,4
1192,"Aviso de Previsiones de Compra Venta de Estupefacientes para Farmacias, Droguerías y Boticas",Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,20,0,1,Nivel 1,37,0,100,FALSO,,1
7566,Examen General de Egreso de la Licenciatura (ITSOEH)-IngenierÍas,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,4320,0,2,,353,0,100,VERDADERO,,2
7577,Proceso de Incubación (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Ambos,43200,0,0,,0,0,0,VERDADERO,,0
7554,Protocolo de Titulación a Nivel Licenciatura (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,4320,0,4,,378,0,100,VERDADERO,,4
7578,Cuota por Servicio de Extensión y Educación continua (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Ambos,43200,0,0,,2539,0,100,VERDADERO,,0
9858,Curso de Idiomas (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Calle 2000 Cinta Larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,10080,0,1,,3767,0,100,VERDADERO,,1
447,Expedición de Constancias de No inhabilitación,Secretaría de Contraloría,Secretaría de Controlaría,Calle 301 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Social,2880,1,0,,3,1,75,VERDADERO,,1
9958,Curso de Asignatura de 120 horas o más,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala de Juárez 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,4320,0,1,,54,0,100,VERDADERO,,1
8746,Permiso Sanitario para Traslado de Cadáveres o Restos Áridos Fuera del Territorio Estatal,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,20,1,1,Nivel 1,576,0,100,VERDADERO,,2
1596,Aprobación del Plan de Manejo de Residuos de Manejo Especial.,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo Lopez Mateos 42094 Pachuca De Soto Pachuca De Soto,Ambos,86400,2,1,Nivel 2,20,18,52.63157895,VERDADERO,,3
6664,Autorización para la Operación de sitios de Disposición Final para Residuos Provenientes de la Construcción,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Social,43200,1,1,,30,25,54.54545455,FALSO,,2
1476,Autorización para Prestar Servicios de Seguridad Privada en el Estado.,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Boulevard S/N Fraccionamiento Colosio II 42039 Pachuca De Soto Pachuca De Soto,Ambos,14400,12,11,Nivel 1,91,46,66.42335766,VERDADERO,,23
481,Consulta externa de pediatría y especialidades en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,,0,1,Nivel 1,31900,0,100,FALSO,,1
876,Inicio de Carpetas de Investigación Presencial,Procuraduría General de Justicia,Procuraduría General de Justicia,Calle S/N Centro Civico 42083 Pachuca De Soto Pachuca De Soto,Ambos,120,0,0,Nivel 1,0,0,0,FALSO,,0
986,Certificado de Inscripción (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Rio de las Avenidas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640,2,1,Nivel 3.5,47334,0,100,VERDADERO,,3
825,Pago de Derechos Anuales de las Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 La Colonia 42083 Pachuca De Soto Pachuca De Soto,Social,30,1,2,Nivel 2,0,0,0,VERDADERO,,3
332,Inscripción en el Padrón de Proveedores (Persona Física),Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",Empresarial,,0,0,,0,0,0,FALSO,,0
1175,Registro Estatal de Consultores en Materia de Protección Civil,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1168,Por la supervisión y emisión de opiniones técnicas de factibilidad de usos de suelo de impacto significativo,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1608,Pago de bases Licitaciones Públicas Estatales,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard Ex Centro Minero Edificio 2B Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Empresarial,10,1,1,Nivel 1,1148,0,100,VERDADERO,,2
1166,"Por la supervisión y la emisión de opiniones técnicas de establecimientos comerciales, industriales, de espectáculos públicos y de servicios instalados o que pretendan instalarse en el territorio del Estado",Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42090 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1409,Inscripción nivel licenciatura UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n Tepoxtequito 0 Huejutla De Reyes Huejutla De Reyes,Social,30,1,3,Nivel 2,373,0,100,VERDADERO,,4
1693,Préstamo de documentos históricos,Oficialía Mayor,Oficialía Mayor,Calle 807 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,30,0,0,Nivel 1,302,0,100,FALSO,,0
761,Atención Ciudadana y Recepción de Quejas o Denuncias en contra de Servidores Públicos de la PGJH,Procuraduría General de Justicia,Procuraduría General de Justicia,Boulevard 511 Valle de San Javier 42083 Pachuca De Soto Pachuca De Soto,Ambos,60,0,2,Nivel 1,0,0,0,FALSO,,2
1590,Por la Expedición y Entrega de un ejemplar del Periódico Oficial.,Secretaría de Gobierno,Secretaría de Gobierno,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,,0,0,Nivel 3.7,50,0,100,VERDADERO,,0
384,Inscripción en el Padrón de Proveedores (Persona Moral),Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",,,0,0,,0,0,0,FALSO,,0
800,Certificación de Copias Expedidas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,,1,2,,0,0,0,VERDADERO,,3
804,Transferencia de Concesión del Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,,1,8,,0,0,0,VERDADERO,,9
810,Sustitución Vehicular de Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,,1,9,,0,0,0,VERDADERO,,10
822,Autorización de Cambio de Número de Motor para las Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,,1,3,,0,0,0,VERDADERO,,4
971,Cancelación de Actos Jurídicos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
976,Depósito de Testamento Ológrafo (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO,,3
980,Devolución de un documento sin inscripción por causas no imputables al Registro Público de la Propiedad.,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42084 Pachuca De Soto Pachuca De Soto,Ambos,7200,0,1,Nivel 3.5,47334,0,100,VERDADERO,,1
987,Certificado de no Inscripción (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640,2,6,Nivel 3.5,47334,0,100,VERDADERO,,8
992,Inscripción de accesión de construcciones (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,7,Nivel 3.5,47334,0,100,VERDADERO,,8
996,Inscripción de actas de asamblea de socios o juntas de administradores (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
998,Inscripción de apeo o deslinde. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,3,Nivel 3.5,47334,0,100,VERDADERO,,4
1000,Inscripción de aportaciones de bienes inmuebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,6,,47334,0,100,VERDADERO,,7
1002,Inscripción de compra-venta a plazos con reserva de dominio. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,7,Nivel 3.5,47334,0,100,VERDADERO,,8
1006,Inscripción de cualquier clase de testamento. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,3,Nivel 3.5,47334,0,100,VERDADERO,,4
1007,Inscripción de cualquier otro título registrable conforme a la Ley. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
1009,Inscripción de disolución de la sociedad conyugal en lo referente a bienes inmuebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,1,Nivel 3.5,47334,0,100,VERDADERO,,2
1010,Inscripción de división de copropiedad. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,6,Nivel 3.5,47334,0,100,VERDADERO,,7
1011,Inscripción de documentos de valor determinado referente a sociedades de producción rural. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
1013,"Inscripción de emisión de obligaciones, acciones, cédula y certificado de participación.. (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
1045,Inscripción de fusión de sociedades. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
1046,Inscripción de informaciones posesorías. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,4,Nivel 3.5,47334,0,100,VERDADERO,,5
1048,Inscripción de la autorización para vender o gravar bienes de menores o incapaces. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
1050,Inscripción de la cancelación de créditos otorgados por Instituciones de crédito. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,3,Nivel 3.5,47334,0,100,VERDADERO,,4
1053,Inscripción de la modificación al Acta Constitutiva que no implique aumento de capital. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1056,Inscripción de limitaciones o gravámenes a la propiedad de inmuebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1057,Inscripción de operaciones que limiten o graven bienes muebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1059,Inscripción de poderes. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1061,Inscripción de providencias precautorias de carácter mercantil. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1062,Inscripción de resoluciones de información Ad'perpetuam. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,5,Nivel 3.5,0,0,0,VERDADERO,,6
1063,Inscripción de revocación o renuncia de poderes. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42084 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1065,Inscripción de suspensión de pagos o declaración de concursos. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,0,0,0,VERDADERO,,3
1066,Inscripción de todas las operaciones que impliquen transmisión de propiedad. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,6,,0,0,0,VERDADERO,,7
1067,Inscripción del auto de ejecución de embargo. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,3,,0,0,0,VERDADERO,,4
1070,Inscripción por asociación en participación. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,3,,0,0,0,VERDADERO,,4
1073,Inscripción por Repudio de Herencia. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO,,3
1137,Registro de Perito,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 San Juan Tilcuautla 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,4320,2,5,Nivel 2,2,0,100,VERDADERO,,7
1171,Atención a Personas que Acuden a Realizar Donación de Sangre,Secretaría de Salud,Secretaría de Salud,Calle 1 Venta Prieta 42086 Pachuca De Soto Pachuca De Soto,Social,180,0,4,Nivel 1,42791,30151,58.6644183,FALSO,,4
1172,"Por la supervisión y emisión de opiniones técnicas diversas relacionadas con Gas L.P., estaciones de carburación, bodega y derivados del Petróleo",Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42090 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1193,"Solicitud de Licencia Sanitaria para Farmacias, o Boticas con Venta de Medicamentos Controlados",Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400,0,2,Nivel 1,31,10,75.6097561,VERDADERO,,2
1224,Autorización de Campañas o Jornadas Médicas para Prestación de Servicios de Salud.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Social,21600,3,2,Nivel 1,23,3,88.46153846,FALSO,,5
1386,Autenticación y Registro de Certificados de Estudios de nivel licenciatura y posgrado,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,7200,1,13,Nivel 1,1913,0,100,VERDADERO,,14
